Presenter_SK,Obtained,EventDate,EventTime,Passed,ZiffNumber,Firstname,Middlename,Surname,Day,Temperature,PetType,CoffeeType
5599,,02-01-1986,5:26:50,TRUE,1.582,MANHAL,,AUGUSTIN,Sat,23.5,Giraffe,Dark
5600,,19-11-2010,2:59:32,TRUE,1.152,ABIODUN,,BLAZINCIC,Wed,41.7,Giraffe,Roasted
5601,Yes,19-08-2004,,TRUE,1.068,MAYGER,CHAYLEIGH,CANNEY,Wed,19.5,Giraffe,Dark
5602,No,18-02-1989,4:05:44,TRUE,1.131,NELSIE,YORDANOS,CULVER,Sun,6.9,,Dark
5603,No,04-07-2015,20:23:06,FALSE,1.859,RAYCHEL,,WINDIBANK,Fri,30.3,Giraffe,Milk
5604,,22-08-1997,22:29:56,TRUE,1.947,HMUNG,,BORDA,Tuesday,-1.5,,Roasted
5605,,,4:19:01,FALSE,1.253,CIANNA,,LEONARDI,Wed,9.5,Giraffe,Milk
5606,,26-01-2018,15:53:29,FALSE,1.602,PAORA,,VIGANO,Thurs,-2.9,,Roasted
5607,,17-11-2005,12:33:34,FALSE,1.389,KAOS-JAMES,,MARTIN-HOWES,Tuesday,9.6,,Medium
5608,No,04-04-2009,22:09:29,,1.973,TAKURO,,LAVISTA,Tuesday,38.9,Cat,Medium
5609,No,24-02-1988,5:53:53,TRUE,1.12,AGNEYA,,VENUGOPAL,Fri,14.5,Dog,Roasted
5610,No,22-02-2009,2:55:19,FALSE,1.133,O'SHARON,LEEVI,VERHOEVEN,Fri,18.2,Giraffe,Medium
5611,,31-03-2005,19:25:06,TRUE,1.918,CHEUNG,LILLYMAY,NOL,Sun,45.3,Elephant,Dark
5612,,11-05-1999,2:00:38,TRUE,1.041,VALMAE,,GRIMWOOD,Wed,7.5,Dog,Milk
5613,No,,23:16:43,TRUE,1.041,ANDRIJANA,TOREE,MENDT,Wed,44.8,Giraffe,Milk
5614,,25-09-1993,23:51:24,TRUE,1.748,KAIDYN,SIMPSON,JERKOVIC,Wed,13.1,Giraffe,Medium
5615,Yes,02-10-2018,0:28:39,FALSE,1.382,KATELYNE,,,Sun,31.8,Elephant,Milk
5616,,23-07-1989,14:41:56,FALSE,,OSAMUYIMEN,,,Sat,39.4,Snail,Dark
5617,Yes,10-12-2019,19:03:21,TRUE,1.073,SHYLO,RADMILA,TERSIC,Sun,1.3,Giraffe,Medium
5618,,07-04-2007,10:24:45,FALSE,1.572,ZHENPENG,,MILLER-WEETRA,Monday,-0.1,Giraffe,Roasted
5619,,13-09-2005,23:02:51,FALSE,1.13,SARAYHA,WEFAG,ROY CHOWDHURY,Fri,10.7,Snail,Medium
5620,,30-03-2010,1:58:49,TRUE,,HAN-KHAI,BLYTHE,HALLE,Tuesday,15.9,Giraffe,Roasted
5621,Yes,12-12-2014,19:03:51,,1.918,YONG-XING,ARANA LEA,ROBBINS,Sat,17,Elephant,Medium
5622,,,9:54:05,FALSE,1.59,KUDZAISHE,,HEATHERSHAW,Monday,-2.6,Giraffe,Medium
5623,No,,6:56:28,TRUE,1.975,LASANTHA,SLOCOMBE,PAGDIN,Fri,22.6,Snail,Medium
5624,,06-03-1991,2:29:52,FALSE,1.996,BROEDY,,SUTRAYE,Thurs,29.1,Cat,Roasted
5625,No,30-09-2007,,FALSE,1.731,ONOSEJE,SANCHEZ,GRGETA,Tuesday,36.6,Cat,Milk
5626,No,03-10-2010,4:05:39,FALSE,,ADALINE,,PETAK,Sun,41.2,Giraffe,Medium
5627,,06-07-2009,19:24:03,TRUE,1.425,NOUFOH,ZALEAH,SANI,Sat,45.3,,Milk
5628,No,,18:10:06,FALSE,1.07,TSE-SAN,,SRICHALALAI,Tuesday,1.4,,Dark
5629,Yes,13-08-1999,10:40:43,TRUE,,TALESE,,TOLMACHOFF,Sat,18.4,,Medium
5630,,23-06-2019,5:55:40,,1.619,ZOJAJA,SOGRAH,CAZZOLATO,Fri,15.3,Cat,Roasted
5631,,30-04-2006,8:41:03,FALSE,1.114,AFSANA,JAAK-YAN,KHATTAR,Fri,29.2,Dog,Milk
5632,,02-11-1980,10:53:19,TRUE,1.682,MAWGAN,JANET-LEE,NEM,Wed,6,Cat,Medium
5633,,,14:26:05,TRUE,,JAMAIYA,ALOYO,TRONCON,Sat,37.9,Dog,Dark
5634,No,29-09-2020,12:54:16,,1.696,ANAHAT,,TOMAIUOLO,Tuesday,19.4,Cat,Dark
5635,,06-07-2019,19:45:16,FALSE,1.023,MITA,HY,ZUBAIRE,Fri,17.7,Giraffe,Milk
5636,No,,2:09:45,FALSE,,LILLIANAH,,KEPESKI,Tuesday,5,Dog,Medium
5637,No,28-11-2009,,FALSE,1.953,LEE-ANNE,,OBEE,Tuesday,37.7,Cat,Dark
5638,,17-05-2003,11:55:01,FALSE,,JAILYS,,DI RUSCIO,Thurs,19.1,Cat,Dark
5639,Yes,25-10-2017,7:11:30,FALSE,1.784,GIANN-FELIPPE,SHANRAH,SUVARNA,Monday,35.9,,Medium
5640,,30-11-1999,12:02:04,FALSE,1.831,JACOBE,,AL-RICHANI,Tuesday,18.6,Snail,Milk
5641,,29-05-2007,19:09:20,FALSE,1.191,JACKLINE,,IGNATIOU,Tuesday,14.6,Elephant,Milk
5642,,24-02-1994,23:54:42,FALSE,1.589,MALCOLM,,HUNT-AKBAR,Thurs,0.6,Elephant,Milk
5643,No,01-03-1985,21:59:25,FALSE,1.87,OCATE,,LEONDARIS,Sun,37.2,,Roasted
5644,Yes,31-03-1999,20:06:59,FALSE,,BANDEIRA,,SAJ,Thurs,27.2,Giraffe,Roasted
5645,,01-09-2004,18:01:54,FALSE,1.386,THANH-NHAN,REZAHN,TSOUPAS,Sun,37.2,Elephant,Roasted
5646,,25-11-2018,14:35:04,FALSE,1.841,IN,,CHADWICK,Wed,13.6,Dog,Medium
5647,,01-09-2003,1:56:33,TRUE,1.412,TEHILAN,ALEI,KAISER,Monday,18.8,Cat,Dark
5648,,26-07-1981,0:51:11,TRUE,1.643,MARGERET,SAALIK,WINNIK,Wed,13.8,Elephant,Milk
5649,,05-09-1985,,TRUE,1.6,AOI,PRABANJAN,SKRENYA,Fri,7.4,Dog,Medium
5650,,,16:35:00,TRUE,1.07,SUBASHINI,,RAWIRI-WILSON,Tuesday,17.8,Snail,Roasted
5651,,24-04-2009,20:55:35,FALSE,1.309,VERANIKA,,CANTY,Tuesday,23.8,,Milk
5652,,10-11-1991,8:21:57,FALSE,1.329,CHAR,RAMZA,SOERGEL,Monday,21.3,,Roasted
5653,,22-01-1992,23:33:22,FALSE,1.087,VIKASHKUMAR,DAIKODAH,ZRAIKA,Fri,13.8,Elephant,Milk
5654,,27-03-1994,14:10:41,FALSE,1.511,NICHOLLE,YUXIAO,HOH,Tuesday,25.2,,Medium
5655,,03-07-2001,14:13:05,FALSE,1.715,SALEENA,KERUBO,QUEJADA,Monday,7.9,Giraffe,Medium
5656,No,09-10-1988,7:00:09,FALSE,1.781,ANTILLA,,BRANDSMA-JONES,Sun,18.5,Dog,Medium
5657,No,07-01-2011,,FALSE,1.492,CHAYZE,ROQIA,CHOMENKO,Fri,43.3,Cat,Medium
5658,,31-07-2011,16:44:45,TRUE,1.757,NURA,,BENTLEY,Fri,32.5,Snail,Dark
5659,,29-09-1994,12:42:11,TRUE,1.965,KER,,NALLURI,Monday,19,Cat,Milk
5660,,17-02-2015,11:49:41,FALSE,1.658,HUNG,,GEORGEOPOULOS,Wed,2.8,Elephant,Medium
5661,,04-06-1995,,FALSE,1.204,NUANNA,,HELMRICH,Thurs,29.8,Snail,Medium
5662,,28-12-1990,22:49:10,FALSE,1.579,RABINA,,FENBOW,Sun,23,Giraffe,Roasted
5663,Yes,,15:04:07,FALSE,,YILIMINUER,DEE,PRIESTLEY,Fri,16.6,Giraffe,
5664,,02-04-2009,19:59:30,TRUE,,CHANELL,,SOWDEN,Thurs,36.6,Giraffe,Milk
5665,,01-04-2006,2:48:32,FALSE,1.376,ATHURKORA,,TARANIUK,Thurs,27.7,Cat,Milk
5666,,10-12-1986,13:15:42,,1.281,BRIENNE,,BENN-PIPPOS,Sat,42.1,Elephant,Medium
5667,,02-04-1983,6:07:17,FALSE,1.341,DENAY,,MACKMAN,Thurs,7.3,Cat,Milk
5668,,,8:44:45,FALSE,,ZERUI,,THIRUGNANA SAMBANDAM,Wed,-1.2,Snail,Roasted
5669,Yes,19-06-2005,21:16:10,FALSE,1.924,TUL,TARAS,MENDT,Tuesday,22.9,Cat,Medium
5670,No,26-11-2002,1:20:18,FALSE,1.364,VIBHU,,BALSHAW-JANES,Tuesday,37.9,Snail,Roasted
5671,Yes,19-11-1988,3:14:12,TRUE,,LEEVI,,HOLTZE KRANZ,Tuesday,4.7,Cat,Milk
5672,Yes,14-07-2009,23:34:38,TRUE,1.301,JOSE-LUIS,,BEARSE,Monday,23,Snail,Medium
5673,Yes,01-06-2009,22:09:39,TRUE,1.9,SUNARY,CROFT,HEAZLEWOOD,Wed,2,Cat,Roasted
5674,No,09-10-2008,15:47:11,TRUE,1.807,NEMESIA,,ALI ARABI OMER,Thurs,1.8,Giraffe,Medium
5675,,01-03-2016,20:29:14,FALSE,1.668,KAIE,LUHAN,RADOSZKO,Sun,11.8,,
5676,,29-06-1994,16:07:16,,1.191,MAASHI,SONG,BRAESCU,Fri,27.4,Cat,
5677,,10-10-2014,15:49:03,FALSE,1.104,BEBE,TUANA,DITKUN,Sun,44.6,Cat,Milk
5678,,11-04-1990,13:30:45,FALSE,1.314,AHMAH,SIDDEEQAH,TWITCHETT,Tuesday,26.8,,Roasted
5679,Yes,27-06-2020,,FALSE,1.598,JACO,,EGGEN-LYME,Sat,20.5,Cat,Dark
5680,,28-06-2007,23:03:38,,1.877,JULIE-HENRIET,,GOODGER,Sat,-2,Cat,Milk
5681,Yes,04-05-2018,6:36:47,TRUE,1.652,ZEIKE,,TOORA,Wed,44.8,Dog,Milk
5682,,13-11-2016,4:59:01,FALSE,,HEJAB,,MOUTZOURIS,Sat,-3,Dog,
5683,No,10-10-1991,7:25:06,FALSE,1.084,BRIAN-CALVIN,,CHUVANON,Fri,0.6,Cat,Medium
5684,,29-11-1983,23:02:21,FALSE,1.373,DOB 2/5/1999,,CORBERT,Sun,8.5,Snail,Roasted
5685,,04-11-2009,9:25:25,TRUE,1.051,TSARA,SUZARA,MORGAN-DENNETT,Sun,19.6,Snail,Medium
5686,No,24-02-2001,23:41:03,FALSE,1.927,ELLISA,,PPIROS,Wed,40.8,Giraffe,Medium
5687,Yes,18-03-1990,8:57:05,FALSE,1.495,IIESHA,ANABELA,PRANCIS,Sat,44,Snail,Roasted
5688,,31-01-1985,4:48:56,FALSE,1.985,NICALA,ANATOLY,HSER,Fri,8.8,,Milk
5689,,01-08-2001,13:55:43,TRUE,1.999,KHAYLAH,MONESSA,FRITZ-MARTYN,Thurs,32.1,Cat,Roasted
5690,No,02-10-1992,9:21:03,FALSE,1.135,MICSHELLE,LUELLA-SAMA,TEZUKA,Sat,30,Elephant,Milk
5691,,21-05-2014,,,1.755,TEMIKA,TANOLA,MARENKOVIC,Monday,37.9,Elephant,Roasted
5692,,25-06-2007,20:43:58,TRUE,,MAKELLA,,AREZI,Thurs,37.7,Snail,Roasted
5693,Yes,19-05-2011,17:37:34,,1.729,FIRDAUS,WAMUWI,DULAY,Thurs,33.2,Giraffe,Roasted
5694,,14-10-2018,1:44:14,TRUE,1.415,ALAIN,HARLOW-GRACE,HALATSIS,Sat,43.5,Elephant,Milk
5695,,28-09-1985,13:57:54,FALSE,1.576,QUILYN,RITHKRITHI,GOURDEAS,Fri,29.3,Giraffe,Medium
5696,Yes,17-10-2008,4:12:22,FALSE,1.51,ALONSO,KOSOVKA,BEURET,Thurs,37.3,,Medium
5697,Yes,,13:01:17,FALSE,1.777,DAI-HAI,TACE,VOREL,Tuesday,-2.6,Elephant,Medium
5698,No,22-09-1982,13:22:40,TRUE,1.114,STARLA,,DIXON-GALEA,Fri,5.7,Dog,Dark
5699,,27-09-2011,20:51:13,TRUE,1.046,ARNEIKA,JEE-YEONG,WIMSHURST,Sat,39.1,Giraffe,Milk
5700,No,14-03-2007,10:40:43,TRUE,1.079,MURUMBIDZEI,FLORENCIA,BAULCH-POLLARD,Tuesday,5.9,Dog,Medium
5701,Yes,21-03-1996,14:14:00,TRUE,1.875,JIMEOIN,,BOYLE-TONKIN,Fri,44.1,,Medium
5702,No,29-08-2019,2:53:31,TRUE,1.55,PATCHAKEMIKA,,MCBRIDE JONES,Fri,9.4,Cat,Milk
5703,No,,4:53:53,FALSE,,HANYAH,,BEAGER,Monday,34.6,Snail,Dark
5704,Yes,01-03-1997,20:29:04,,1.611,LOGOH,TAHLIA-LEE,RIDDELL,Sat,43.1,Giraffe,Roasted
5705,Yes,22-05-1980,11:30:33,FALSE,1.018,TIVON,ROSALBINO,LECOULTRE,Sun,24.6,Cat,Roasted
5706,No,14-08-2002,7:39:46,TRUE,1.201,RIPAL,,HOLDING-MINCHELLA,Thurs,28.9,Elephant,Roasted
5707,,29-04-2004,14:19:01,FALSE,1.85,JANIA,,HANMER,Monday,1.9,Snail,Medium
5708,,26-03-1995,,TRUE,1.827,ADWIN,,DULLAWAY-BURTON,Sun,3.8,Dog,Dark
5709,,20-04-1994,7:29:51,FALSE,,ARCHELAS,TANIMBELL,SOUTHERTON,Monday,39.1,,Milk
5710,,01-11-2011,17:01:32,FALSE,1.514,BRISTAL,,QASSIM,Sun,35.5,Cat,Dark
5711,,19-07-2020,18:06:07,,1.961,RIHITO,,HEWISH-MORRISON,Fri,5.4,Dog,Dark
5712,Yes,,2:23:09,FALSE,1.549,ZANDALEE,KYLEESHA,PRAMOD NAIR,Wed,2.2,Elephant,Dark
5713,,17-11-2001,22:40:29,,1.75,MALANIE,,VIRGIN LIGHTFOOT,Sat,15.8,Cat,Roasted
5714,,15-06-2002,13:05:30,TRUE,1.981,MISHAELA,,REMPHREY-PESE,Monday,42,Cat,Roasted
5715,Yes,,22:05:57,TRUE,1.973,PHELPS,HAIPING,BUCHIW,Sat,10.9,Elephant,Milk
5716,,26-10-2008,,FALSE,1.596,THIEN-LONG,,COLLATON,Sun,23.4,Elephant,Medium
5717,No,03-09-1989,,TRUE,1.909,KIO,SUSAN-MARIE,GOUDMAN - GLASSON,Tuesday,31,Elephant,Dark
5718,,09-11-1991,1:34:37,FALSE,1.424,MARCIA,EUNICE,LOVEGROVE-BUCKSKIN,Sun,13.9,Dog,Dark
5719,Yes,05-10-1999,1:00:26,,1.028,CUNYUA,,FILBY,Tuesday,14.1,Elephant,Dark
5720,,18-10-2000,8:21:00,FALSE,1.43,JIAYUAN,DIONI,FAULDS,Tuesday,4.8,Cat,Milk
5721,,27-09-1987,5:43:36,TRUE,1.958,CIANNAH,VASANA,VILLANO,Monday,14.8,Elephant,Milk
5722,,07-08-2005,5:34:41,FALSE,1.131,YUQING,ASGHAR,SHORTMAN,Tuesday,6.8,Giraffe,Milk
5723,,26-04-2012,21:56:32,TRUE,1.195,SELINA,JAMES-LEE,TYNDALL-CHEESMAN,Sun,32.4,Dog,Medium
5724,,18-09-2014,14:46:21,TRUE,1.789,TAYLOR-SAIGE,KUEN,LINDHOLM,Wed,15.9,Cat,Medium
5725,,13-04-1992,4:26:26,TRUE,1.954,JOZIE,MEHWISH,HARBORD,Thurs,38.7,Giraffe,Roasted
5726,,02-02-2002,0:06:01,FALSE,1.493,KIAT,,RATANANJALI,Monday,34.6,Cat,Milk
5727,,21-10-2004,8:54:36,TRUE,1.432,ALEKZANDAR,MAXAMUS,PSALTIS,Sat,36,Dog,Medium
5728,No,30-08-1988,4:43:39,,1.474,MEI,LYNLY,AHWAH,Tuesday,11,Elephant,Medium
5729,Yes,24-10-1993,21:23:57,TRUE,1.221,SHERINGUL,HSA,UWANYIGUZE,Sat,15.6,Elephant,Milk
5730,,08-10-2014,0:34:45,FALSE,1.469,SUSAN,,MOREY-WILKNSON,Thurs,24.1,Elephant,Roasted
5731,No,04-05-1990,17:47:56,TRUE,,JAMILEH,MARCELINA,ZBIERSKI-MCINTYRE,Wed,19.4,Cat,Milk
5732,No,24-10-2000,9:22:24,FALSE,1.358,JAY-AR,BETTY,LARIZZA,Monday,20.2,Dog,Milk
5733,,07-09-1985,6:52:41,FALSE,1.07,RUOH,,HENDRIE-WOLSTEN CROFT,Sun,37.9,,Milk
5734,,14-03-1999,17:39:38,TRUE,1.153,LAERKE,,MAMONE,Tuesday,6.5,,Dark
5735,,31-07-1983,,,1.545,MOBIN,,RANKIN-FRASER,Sun,28.9,,Medium
5736,No,08-01-2002,3:33:38,FALSE,1.388,TOHLEA,,UNTANON,Wed,11.1,Snail,Medium
5737,Yes,30-11-2017,,FALSE,1.711,DHANIEL,FLORA,CHISOLM,Thurs,9.9,Dog,Medium
5738,,02-08-2013,15:23:32,TRUE,1.908,KATELUN,ANGADBIR,PICA,Fri,12.6,Elephant,Roasted
5739,,08-03-1985,13:13:07,TRUE,,JAGRAJ,,IRAZUSTA-ARPON,Tuesday,6.3,,Roasted
5740,Yes,04-11-2009,19:11:45,FALSE,1.858,CHERYL-ANNE,DOB 8/3,,Wed,20.1,Giraffe,Dark
5741,Yes,,8:36:46,FALSE,1.113,STACEY-JADE,,ATTIA,Sat,10.3,,Dark
5742,Yes,13-07-1992,18:22:01,,1.145,BELLE-MAREE,,MAUROVIC,Tuesday,20.1,Snail,Medium
5743,,08-07-1999,,FALSE,1.634,KRYZILLA,KANISH,CANTLON,Thurs,28.7,,Medium
5744,,28-04-1990,21:19:25,FALSE,1.181,FELICITAS,,NASUTI,Monday,18.9,Snail,Medium
5745,,29-11-2009,3:08:01,FALSE,1.368,BUENAFE,,CHRISTIANSEN,Sun,4.3,,Dark
5746,,13-05-2007,19:10:45,FALSE,1.285,THERESSE,,ELLIOT-WILLIAMS,Sat,-2.2,Elephant,Milk
5747,,09-01-2005,2:24:00,TRUE,1.362,TAMAN,,TALTY,Monday,39.2,Dog,Roasted
5748,Yes,11-06-2001,1:25:49,TRUE,1.614,THASMINI,LAURELIE,IRLITTI,Sun,40.4,Elephant,Dark
5749,,09-09-1992,1:29:53,TRUE,1.392,FILOTEIA,RAZZAN,BUTTROSE,Thurs,16.8,Cat,Milk
5750,,30-04-1985,5:43:31,TRUE,1.128,YUCHENG,,EDWARDS-LAMBE,Fri,12.7,Giraffe,Dark
5751,No,09-10-1999,0:23:15,FALSE,1.956,KIRA-LEE,,O'HENNESSY,Sat,36.5,Elephant,Roasted
5752,,05-06-1981,10:01:41,TRUE,1.14,SHIGUANG,MARRAINE,BLOWES,Tuesday,41.4,Dog,Medium
5753,,,12:06:34,FALSE,1.949,KAVITA,MASUM,ADDIE,Tuesday,39.9,Giraffe,Dark
5754,,24-12-1997,9:47:46,FALSE,1.092,KAILEM,JENET,QUIGAO,Wed,5.2,Cat,Medium
5755,Yes,04-10-1980,5:41:21,FALSE,1.218,TANYSHA,,ANU SHRESTHA,Fri,31.2,Elephant,Medium
5756,Yes,19-04-2001,10:35:32,TRUE,1.097,MADING,FRANCESS,GOHEL,Fri,18.4,Cat,Roasted
5757,,22-10-2015,19:00:23,FALSE,,ORLANES,,TAYLOR-TAHENY,Tuesday,33,Snail,Medium
5758,Yes,05-02-2018,16:09:57,FALSE,1.712,ADMIR,,CHOTCHAI,Wed,32.5,Cat,Milk
5759,No,30-08-1996,19:44:02,TRUE,,JULIVER,AIDIN,WATERMAN - ARRUZZOLO,Wed,38.6,Elephant,Dark
5760,No,,0:21:24,FALSE,1.548,KRISH,,SCHAUFELI,Sat,31.4,,
5761,No,07-05-1981,18:10:04,FALSE,1.61,LISSABELLE,KIRA,ZBIERSKI,Sat,29.6,Snail,Medium
5762,,14-12-1980,13:29:27,TRUE,1.23,SHREEYANHSH,,STOCKLE,Fri,18.6,Dog,Dark
5763,No,,6:36:14,TRUE,1.341,KANON,,UZAIR,Tuesday,25.7,Elephant,Dark
5764,,30-11-1983,18:19:10,TRUE,1.62,NORIMASA,YUDAM,HANZAWA,Fri,42.9,Cat,Roasted
5765,Yes,22-07-2010,2:41:54,TRUE,,ESPEN,,DIMITRIOU,Monday,31.4,,Roasted
5766,,,13:34:03,FALSE,1.462,MOREBLESSING,,GIME,Tuesday,45.6,Giraffe,Roasted
5767,Yes,08-09-2006,22:50:52,TRUE,1.515,ROSE GRACE,NIKOLAS,CULLY,Sat,2.3,Snail,Dark
5768,No,03-07-2000,,FALSE,,GEDE,,SKOURTIS,Sun,10.4,Cat,Medium
5769,,26-10-1983,6:41:38,TRUE,1.798,BRAILEE,,TURMINE,Monday,38.3,Giraffe,Roasted
5770,,11-07-2019,6:16:37,,,JAMAYNE,OBORNE,SCOMBATTI,Thurs,21.5,Snail,Milk
5771,No,15-09-1994,4:32:14,FALSE,1.459,EVEANA,GOMA,ZUCKER,Fri,19.1,Dog,Milk
5772,,16-02-1994,21:23:32,TRUE,1.38,MUGISHA,,RIBEIRO,Monday,32.3,Snail,
5773,No,05-11-2007,2:39:15,TRUE,1.798,SHAQUIETA,,NAGESWARAN,Thurs,2,Elephant,Milk
5774,,02-10-1992,0:32:09,FALSE,1.548,HIDEO,,OMARKHAIL,Sun,11.7,Cat,Medium
5775,,02-08-2001,12:44:17,,1.28,SARANDA,,HOLMES-BRODERICK,Tuesday,2.8,Elephant,Roasted
5776,,08-08-2014,10:08:51,FALSE,1.797,JAYDION,,PARAVIA,Sat,12.5,,Dark
5777,,29-12-2011,16:36:31,TRUE,1.905,WASHINGTON,,RAIKES,Thurs,5.6,,Roasted
5778,No,11-02-2009,0:05:49,FALSE,1.449,MONIR BARSOUM,APORNA,SALAI SHAMWELA,Sun,13.1,,Roasted
5779,Yes,30-03-1999,13:30:06,FALSE,1.844,CAMINO,YINGHUA,LA ROCHE,Wed,27.4,Snail,Roasted
5780,No,22-01-1994,,FALSE,,SPENCER,,,Wed,4.8,Cat,Milk
5781,No,02-10-1992,1:11:49,TRUE,1.47,MISUZU,,WINATA,Wed,-0.7,Cat,Roasted
5782,,09-04-2008,19:41:47,FALSE,,DEVMINI,STEFON,LUKACS,Fri,24.3,,Medium
5783,,28-09-1993,2:51:08,TRUE,1.563,EDIN,FAIRLEIGH,MAJOR,Fri,12.3,Giraffe,Dark
5784,,22-11-1996,20:48:12,FALSE,1.887,MECHER,,SOTNIKOV- HUNT,Fri,34,Dog,Milk
5785,,,6:05:15,FALSE,1.588,GLANVILLE,DEVON,NIYINTUNZE,Tuesday,2.3,Giraffe,Dark
5786,,,22:42:33,FALSE,1.261,KAINA,SEHEJBIR,CALDERSMITH,Sun,4.2,Dog,Dark
5787,,19-10-2017,8:01:40,FALSE,1.76,CAYDE,PRIMCHANOK,SAYADSUFDUST,Monday,19.5,Elephant,Medium
5788,,25-04-1992,22:50:58,FALSE,,VIACHESLAV,LEAPPHEA,LOWRY,Sat,6.4,Elephant,Medium
5789,Yes,23-09-1982,16:57:29,TRUE,1.126,KRISTIE-LEE,,TRAGAR,Monday,43.1,Cat,Roasted
5790,Yes,18-09-2011,15:25:02,TRUE,,MESKEREM,ZEQUARN,BEEVOR,Tuesday,7.5,Elephant,Milk
5791,,10-10-2013,10:43:30,,1.186,LEWIE,SAMARJIT,BARNETT RYAN,Sun,27,Elephant,Milk
5792,,,23:30:45,FALSE,1.147,ANTONI,SHAKIRA,VAN HOMELEN,Monday,26.1,Cat,Roasted
5793,,28-06-1991,15:46:19,FALSE,1.921,HASRAT,JOETTA-MARIA,LADIGES,Fri,31.8,Cat,Medium
5794,,07-10-2018,10:39:12,FALSE,1.132,KIDIST,,GYANI,Sun,5.4,Dog,Dark
5795,No,26-06-2003,14:31:13,TRUE,1.215,JIANJUN,GRISHMA,TUYISHIME,Wed,15,Giraffe,
5796,Yes,31-10-1982,22:35:56,TRUE,1.314,ASAYTUNO,BOWIE,ROWLEY,Sun,36.1,Dog,Dark
5797,Yes,22-12-2009,1:53:45,TRUE,1.803,JIBS,,COFFEY-CARTER,Wed,22.3,Dog,Medium
5798,,30-12-1985,20:58:39,TRUE,1.929,MATTIKA,BEAMLAK,TOULAIKI,Wed,43.3,Cat,Milk
5799,,03-08-1994,16:14:10,FALSE,1.345,KESTEL,,DONGA,Tuesday,37.8,Cat,Milk
5800,No,23-09-2000,19:25:49,FALSE,1.874,KIAHNI,,FAYAZI,Monday,39.2,Giraffe,Medium
5801,,28-01-1988,11:14:37,FALSE,1.06,ANI,PUTU,KRANIXFELD,Sun,43,,Medium
5802,Yes,28-01-2013,,TRUE,1.982,DIEN,,LADIGES,Fri,-1.8,Snail,Milk
5803,,07-02-1983,20:30:32,FALSE,1.292,MECHEAL,,SKILLEN,Thurs,18.6,Dog,Medium
5804,,23-12-1986,18:01:42,FALSE,1.422,ATALIA,COENRAAD,DHOT,Tuesday,0.9,Snail,Roasted
5805,,03-08-1984,,FALSE,,LYAL,AMEESH,WARMINGTON,Tuesday,8.6,Dog,Milk
5806,,31-05-1986,12:54:14,TRUE,1.993,SUZANNA-LYNNE,KALISZ,GARTLAND,Monday,25.9,Giraffe,Dark
5807,,,3:52:04,TRUE,1.888,AIEL,,ALMEZE'L,Tuesday,36.2,Dog,Medium
5808,,25-08-2002,16:20:47,FALSE,1.309,JANE,MANSON,NEISLER,Thurs,31.1,Cat,Milk
5809,Yes,04-03-2003,22:08:52,FALSE,1.929,ABDIKARIN,DECKS,HIPP,Tuesday,26.7,Cat,Medium
5810,Yes,,,TRUE,1.571,LIAQUAT,ANDREAS,HULM IVORY,Sat,17.9,,Milk
5811,Yes,06-04-1981,8:54:05,TRUE,,EMJAI,,BOLDYREV,Sat,-1.3,Snail,Medium
5812,,30-04-2014,1:57:29,FALSE,1.028,SHAYLA-ROSE,,BENATO,Fri,33.7,Dog,Milk
5813,No,17-04-1984,17:22:33,TRUE,1.2,TEENY-WEENY,ARIALLE<,TOUBANAKIS,Thurs,-1,Snail,Medium
5814,,24-10-2014,22:37:25,TRUE,1.347,DIEU,MHIRRON,IMARU,Fri,12.2,Giraffe,Roasted
5815,,,3:38:04,,,MOTAHARA,,POEUN,Sat,14.8,Elephant,Dark
5816,,13-03-1982,5:04:04,FALSE,1.001,BILL,,FUKUTA,Tuesday,7.9,,Medium
5817,,13-05-2007,11:00:54,FALSE,1.325,NAVITHU,LEANNE-EVE,DALOGDOG,Tuesday,14.5,Cat,Dark
5818,,12-07-2002,3:35:47,FALSE,1.886,YLLERY,NATTHAWUT,MENECHELLA,Thurs,40.9,Snail,Dark
5819,Yes,30-06-2016,11:53:14,TRUE,1.934,DAIZY'LEE,GHALA,TALLADIRA,Sat,36.1,Elephant,Dark
5820,,,3:41:14,TRUE,,PICHPISEY,,GRYKA,Tuesday,26.2,Cat,Roasted
5821,,26-08-1999,21:38:02,FALSE,1.343,YARLI,SAIDAMING,OSHINSKY,Monday,26.7,,Dark
5822,,22-05-2005,,TRUE,1.139,SUSHIL,PIA,MOORE-BRADY,Monday,3.9,Giraffe,
5823,,11-10-1984,15:09:49,TRUE,1.93,CELIA,,MATTU,Thurs,27.9,,Milk
5824,No,,8:50:36,FALSE,1.652,DADEKA,,WASYLEWSKI,Monday,6.4,Snail,Dark
5825,Yes,,3:42:20,TRUE,,MILANO,,CAIRE-MCCAUL,Thurs,30,Giraffe,Milk
5826,,18-06-1992,21:30:14,TRUE,1.244,DASHAUN,,WARINDARAWEJ,Sat,-3.1,,Milk
5827,,15-01-2015,23:39:48,TRUE,1.468,AMY-BETH,ABDULSAMIE,BLOMSKOG,Sun,27.1,Giraffe,Dark
5828,,03-03-1997,5:31:37,FALSE,1.272,ISAAC,,ZA HAU,Wed,15.6,Dog,Roasted
5829,,17-09-1995,4:43:17,TRUE,1.975,DANEESHA,,BOCHNICEK,Tuesday,27.3,Cat,Milk
